Año;Departamento;Municipio;Grupo etario;Sexo;Casos
2014;EL PROGRESO;EL JÍCARO;20a a 24 años;Femenino;2
2014;EL PROGRESO;EL JÍCARO;25a a 39 años;Femenino;13
2014;EL PROGRESO;EL JÍCARO;25a a 39 años;Masculino;1
2014;EL PROGRESO;EL JÍCARO;2m a < 1 año;Masculino;3
2014;EL PROGRESO;EL JÍCARO;40a a 49 años;Femenino;2
2014;EL PROGRESO;EL JÍCARO;50a a 59 años;Femenino;2
2014;EL PROGRESO;EL JÍCARO;50a a 59 años;Masculino;2
2014;EL PROGRESO;EL JÍCARO;5a a 9 años;Femenino;2
2014;EL PROGRESO;EL JÍCARO;5a a 9 años;Masculino;3
2014;EL PROGRESO;EL JÍCARO;60a a 64 años;Femenino;1
2014;EL PROGRESO;EL JÍCARO;65a a 69 años;Femenino;1
2014;EL PROGRESO;EL JÍCARO;70a+;Femenino;2
2014;EL PROGRESO;EL JÍCARO;70a+;Masculino;1
2014;EL PROGRESO;MORAZÁN;10a a 14 años;Femenino;7
2014;EL PROGRESO;MORAZÁN;10a a 14 años;Masculino;4
2014;EL PROGRESO;MORAZÁN;15a a 19 años;Femenino;4
2014;EL PROGRESO;MORAZÁN;15a a 19 años;Masculino;4
2014;EL PROGRESO;MORAZÁN;1a a 4 años;Femenino;7
2014;EL PROGRESO;MORAZÁN;1a a 4 años;Masculino;14
2014;EL PROGRESO;MORAZÁN;20a a 24 años;Femenino;9
2014;EL PROGRESO;MORAZÁN;20a a 24 años;Masculino;2
2014;EL PROGRESO;MORAZÁN;25a a 39 años;Femenino;14
2014;EL PROGRESO;MORAZÁN;25a a 39 años;Masculino;6
2014;EL PROGRESO;MORAZÁN;2m a < 1 año;Femenino;2
2014;EL PROGRESO;MORAZÁN;2m a < 1 año;Masculino;1
2014;EL PROGRESO;MORAZÁN;40a a 49 años;Femenino;9
2014;EL PROGRESO;MORAZÁN;40a a 49 años;Masculino;2
2014;EL PROGRESO;MORAZÁN;50a a 59 años;Femenino;5
2014;EL PROGRESO;MORAZÁN;50a a 59 años;Masculino;1
2014;EL PROGRESO;MORAZÁN;5a a 9 años;Femenino;5
2014;EL PROGRESO;MORAZÁN;5a a 9 años;Masculino;5
2014;EL PROGRESO;MORAZÁN;60a a 64 años;Femenino;2
2014;EL PROGRESO;MORAZÁN;60a a 64 años;Masculino;2
2014;EL PROGRESO;MORAZÁN;65a a 69 años;Femenino;2
2014;EL PROGRESO;MORAZÁN;65a a 69 años;Masculino;2
2014;EL PROGRESO;MORAZÁN;70a+;Femenino;5
2014;EL PROGRESO;MORAZÁN;70a+;Masculino;5
2014;EL PROGRESO;MORAZÁN;< 1 mes;Femenino;1
2014;EL PROGRESO;SAN AGUSTÍN ACASAGUASTLÁN;10a a 14 años;Femenino;27
2014;EL PROGRESO;SAN AGUSTÍN ACASAGUASTLÁN;10a a 14 años;Masculino;24
2014;EL PROGRESO;SAN AGUSTÍN ACASAGUASTLÁN;15a a 19 años;Femenino;24
2014;EL PROGRESO;SAN AGUSTÍN ACASAGUASTLÁN;15a a 19 años;Masculino;16
2014;EL PROGRESO;SAN AGUSTÍN ACASAGUASTLÁN;1a a 4 años;Femenino;37
2014;EL PROGRESO;SAN AGUSTÍN ACASAGUASTLÁN;1a a 4 años;Masculino;44
2014;EL PROGRESO;SAN AGUSTÍN ACASAGUASTLÁN;1m a < 2m;Femenino;3
2014;EL PROGRESO;SAN AGUSTÍN ACASAGUASTLÁN;1m a < 2m;Masculino;1
2014;EL PROGRESO;SAN AGUSTÍN ACASAGUASTLÁN;20a a 24 años;Femenino;31
2014;EL PROGRESO;SAN AGUSTÍN ACASAGUASTLÁN;20a a 24 años;Masculino;10
2014;EL PROGRESO;SAN AGUSTÍN ACASAGUASTLÁN;25a a 39 años;Femenino;64
2014;EL PROGRESO;SAN AGUSTÍN ACASAGUASTLÁN;25a a 39 años;Masculino;39
2014;EL PROGRESO;SAN AGUSTÍN ACASAGUASTLÁN;2m a < 1 año;Femenino;11
2014;EL PROGRESO;SAN AGUSTÍN ACASAGUASTLÁN;2m a < 1 año;Masculino;8
2014;EL PROGRESO;SAN AGUSTÍN ACASAGUASTLÁN;40a a 49 años;Femenino;22
2014;EL PROGRESO;SAN AGUSTÍN ACASAGUASTLÁN;40a a 49 años;Masculino;8
2014;EL PROGRESO;SAN AGUSTÍN ACASAGUASTLÁN;50a a 59 años;Femenino;14
2014;EL PROGRESO;SAN AGUSTÍN ACASAGUASTLÁN;50a a 59 años;Masculino;11
2014;EL PROGRESO;SAN AGUSTÍN ACASAGUASTLÁN;5a a 9 años;Femenino;28
2014;EL PROGRESO;SAN AGUSTÍN ACASAGUASTLÁN;5a a 9 años;Masculino;39
2014;EL PROGRESO;SAN AGUSTÍN ACASAGUASTLÁN;60a a 64 años;Femenino;2
2014;EL PROGRESO;SAN AGUSTÍN ACASAGUASTLÁN;60a a 64 años;Masculino;4
2014;EL PROGRESO;SAN AGUSTÍN ACASAGUASTLÁN;65a a 69 años;Femenino;4
2014;EL PROGRESO;SAN AGUSTÍN ACASAGUASTLÁN;65a a 69 años;Masculino;4
2014;EL PROGRESO;SAN AGUSTÍN ACASAGUASTLÁN;70a+;Femenino;7
2014;EL PROGRESO;SAN AGUSTÍN ACASAGUASTLÁN;70a+;Masculino;5
2014;EL PROGRESO;SAN AGUSTÍN ACASAGUASTLÁN;< 1 mes;Femenino;1
2014;EL PROGRESO;SAN AGUSTÍN ACASAGUASTLÁN;< 1 mes;Masculino;2
2014;EL PROGRESO;SAN ANTONIO LA PAZ;25a a 39 años;Femenino;1
2014;EL PROGRESO;SAN ANTONIO LA PAZ;50a a 59 años;Masculino;1
2014;EL PROGRESO;SAN ANTONIO LA PAZ;60a a 64 años;Femenino;1
2014;EL PROGRESO;SANARATE;10a a 14 años;Femenino;5
2014;EL PROGRESO;SANARATE;10a a 14 años;Masculino;5
2014;EL PROGRESO;SANARATE;15a a 19 años;Femenino;11
2014;EL PROGRESO;SANARATE;15a a 19 años;Masculino;7
2014;EL PROGRESO;SANARATE;1a a 4 años;Femenino;2
2014;EL PROGRESO;SANARATE;1a a 4 años;Masculino;3
2014;EL PROGRESO;SANARATE;20a a 24 años;Femenino;11
2014;EL PROGRESO;SANARATE;20a a 24 años;Masculino;8
2014;EL PROGRESO;SANARATE;25a a 39 años;Femenino;24
2014;EL PROGRESO;SANARATE;25a a 39 años;Masculino;13
2014;EL PROGRESO;SANARATE;2m a < 1 año;Femenino;1
2014;EL PROGRESO;SANARATE;40a a 49 años;Femenino;7
2014;EL PROGRESO;SANARATE;40a a 49 años;Masculino;5
2014;EL PROGRESO;SANARATE;50a a 59 años;Femenino;4
2014;EL PROGRESO;SANARATE;50a a 59 años;Masculino;2
2014;EL PROGRESO;SANARATE;5a a 9 años;Femenino;2
2014;EL PROGRESO;SANARATE;5a a 9 años;Masculino;6
2014;EL PROGRESO;SANARATE;60a a 64 años;Femenino;3
2014;EL PROGRESO;SANARATE;60a a 64 años;Masculino;3
2014;EL PROGRESO;SANARATE;65a a 69 años;Femenino;1
2014;EL PROGRESO;SANARATE;65a a 69 años;Masculino;1
2014;EL PROGRESO;SANARATE;70a+;Femenino;1
2014;EL PROGRESO;SANARATE;70a+;Masculino;1
2014;EL PROGRESO;SAN CRISTÓBAL ACASAGUASTLÁN;10a a 14 años;Femenino;2
2014;EL PROGRESO;SAN CRISTÓBAL ACASAGUASTLÁN;15a a 19 años;Femenino;2
2014;EL PROGRESO;SAN CRISTÓBAL ACASAGUASTLÁN;25a a 39 años;Femenino;3
2014;EL PROGRESO;SAN CRISTÓBAL ACASAGUASTLÁN;40a a 49 años;Femenino;1
2014;EL PROGRESO;SAN CRISTÓBAL ACASAGUASTLÁN;50a a 59 años;Masculino;1
2014;EL PROGRESO;SAN CRISTÓBAL ACASAGUASTLÁN;5a a 9 años;Femenino;1
2014;EL PROGRESO;SAN CRISTÓBAL ACASAGUASTLÁN;60a a 64 años;Femenino;1
2014;EL PROGRESO;SAN CRISTÓBAL ACASAGUASTLÁN;60a a 64 años;Masculino;1
2014;EL PROGRESO;SAN CRISTÓBAL ACASAGUASTLÁN;65a a 69 años;Femenino;1
2014;EL PROGRESO;SANSARE;25a a 39 años;Masculino;1
2014;ESCUINTLA;ESCUINTLA;10a a 14 años;Femenino;320
2014;ESCUINTLA;ESCUINTLA;10a a 14 años;Masculino;365
2014;ESCUINTLA;ESCUINTLA;15a a 19 años;Femenino;346
2014;ESCUINTLA;ESCUINTLA;15a a 19 años;Masculino;334
2014;ESCUINTLA;ESCUINTLA;1a a 4 años;Femenino;361
2014;ESCUINTLA;ESCUINTLA;1a a 4 años;Masculino;432
2014;ESCUINTLA;ESCUINTLA;1m a < 2m;Femenino;30
2014;ESCUINTLA;ESCUINTLA;1m a < 2m;Masculino;41
2014;ESCUINTLA;ESCUINTLA;20a a 24 años;Femenino;430
2014;ESCUINTLA;ESCUINTLA;20a a 24 años;Masculino;476
2014;ESCUINTLA;ESCUINTLA;25a a 39 años;Femenino;1006
2014;ESCUINTLA;ESCUINTLA;25a a 39 años;Masculino;972
2014;ESCUINTLA;ESCUINTLA;2m a < 1 año;Femenino;121
2014;ESCUINTLA;ESCUINTLA;2m a < 1 año;Masculino;132
2014;ESCUINTLA;ESCUINTLA;40a a 49 años;Femenino;491
2014;ESCUINTLA;ESCUINTLA;40a a 49 años;Masculino;380
2014;ESCUINTLA;ESCUINTLA;50a a 59 años;Femenino;295
2014;ESCUINTLA;ESCUINTLA;50a a 59 años;Masculino;191
2014;ESCUINTLA;ESCUINTLA;5a a 9 años;Femenino;338
2014;ESCUINTLA;ESCUINTLA;5a a 9 años;Masculino;396
2014;ESCUINTLA;ESCUINTLA;60a a 64 años;Femenino;87
2014;ESCUINTLA;ESCUINTLA;60a a 64 años;Masculino;76
2014;ESCUINTLA;ESCUINTLA;65a a 69 años;Femenino;58
2014;ESCUINTLA;ESCUINTLA;65a a 69 años;Masculino;53
2014;ESCUINTLA;ESCUINTLA;70a+;Femenino;110
2014;ESCUINTLA;ESCUINTLA;70a+;Masculino;104
2014;ESCUINTLA;ESCUINTLA;< 1 mes;Femenino;13
2014;ESCUINTLA;ESCUINTLA;< 1 mes;Masculino;21
2014;ESCUINTLA;GUANAGAZAPA;10a a 14 años;Femenino;6
2014;ESCUINTLA;GUANAGAZAPA;10a a 14 años;Masculino;5
2014;ESCUINTLA;GUANAGAZAPA;15a a 19 años;Femenino;10
2014;ESCUINTLA;GUANAGAZAPA;15a a 19 años;Masculino;10
2014;ESCUINTLA;GUANAGAZAPA;1a a 4 años;Femenino;7
2014;ESCUINTLA;GUANAGAZAPA;1a a 4 años;Masculino;8
2014;ESCUINTLA;GUANAGAZAPA;20a a 24 años;Femenino;21
2014;ESCUINTLA;GUANAGAZAPA;20a a 24 años;Masculino;7
2014;ESCUINTLA;GUANAGAZAPA;25a a 39 años;Femenino;23
2014;ESCUINTLA;GUANAGAZAPA;25a a 39 años;Masculino;11
2014;ESCUINTLA;GUANAGAZAPA;2m a < 1 año;Femenino;2
2014;ESCUINTLA;GUANAGAZAPA;2m a < 1 año;Masculino;2
2014;ESCUINTLA;GUANAGAZAPA;40a a 49 años;Femenino;9
2014;ESCUINTLA;GUANAGAZAPA;40a a 49 años;Masculino;3
2014;ESCUINTLA;GUANAGAZAPA;50a a 59 años;Femenino;4
2014;ESCUINTLA;GUANAGAZAPA;50a a 59 años;Masculino;3
2014;ESCUINTLA;GUANAGAZAPA;5a a 9 años;Femenino;7
2014;ESCUINTLA;GUANAGAZAPA;5a a 9 años;Masculino;5
2014;ESCUINTLA;GUANAGAZAPA;60a a 64 años;Femenino;2
2014;ESCUINTLA;GUANAGAZAPA;60a a 64 años;Masculino;2
2014;ESCUINTLA;GUANAGAZAPA;65a a 69 años;Femenino;2
2014;ESCUINTLA;GUANAGAZAPA;65a a 69 años;Masculino;3
2014;ESCUINTLA;GUANAGAZAPA;70a+;Masculino;3
2014;ESCUINTLA;IZTAPA;10a a 14 años;Femenino;5
2014;ESCUINTLA;IZTAPA;10a a 14 años;Masculino;10
2014;ESCUINTLA;IZTAPA;15a a 19 años;Femenino;14
2014;ESCUINTLA;IZTAPA;15a a 19 años;Masculino;9
2014;ESCUINTLA;IZTAPA;1a a 4 años;Femenino;13
2014;ESCUINTLA;IZTAPA;1a a 4 años;Masculino;9
2014;ESCUINTLA;IZTAPA;20a a 24 años;Femenino;6
2014;ESCUINTLA;IZTAPA;20a a 24 años;Masculino;4
2014;ESCUINTLA;IZTAPA;25a a 39 años;Femenino;19
2014;ESCUINTLA;IZTAPA;25a a 39 años;Masculino;11
2014;ESCUINTLA;IZTAPA;2m a < 1 año;Femenino;4
2014;ESCUINTLA;IZTAPA;2m a < 1 año;Masculino;3
2014;ESCUINTLA;IZTAPA;40a a 49 años;Femenino;8
2014;ESCUINTLA;IZTAPA;40a a 49 años;Masculino;3
2014;ESCUINTLA;IZTAPA;50a a 59 años;Femenino;4
2014;ESCUINTLA;IZTAPA;50a a 59 años;Masculino;1
2014;ESCUINTLA;IZTAPA;5a a 9 años;Femenino;12
2014;ESCUINTLA;IZTAPA;5a a 9 años;Masculino;9
2014;ESCUINTLA;IZTAPA;60a a 64 años;Femenino;1
2014;ESCUINTLA;IZTAPA;60a a 64 años;Masculino;1
2014;ESCUINTLA;IZTAPA;65a a 69 años;Femenino;3
2014;ESCUINTLA;IZTAPA;70a+;Femenino;1
2014;ESCUINTLA;IZTAPA;70a+;Masculino;5
2014;ESCUINTLA;IZTAPA;< 1 mes;Femenino;1
2014;ESCUINTLA;LA DEMOCRACIA;25a a 39 años;Femenino;1
2014;ESCUINTLA;LA DEMOCRACIA;40a a 49 años;Femenino;1
2014;ESCUINTLA;LA GOMERA;10a a 14 años;Femenino;71
2014;ESCUINTLA;LA GOMERA;10a a 14 años;Masculino;63
2014;ESCUINTLA;LA GOMERA;15a a 19 años;Femenino;73
2014;ESCUINTLA;LA GOMERA;15a a 19 años;Masculino;43
2014;ESCUINTLA;LA GOMERA;1a a 4 años;Femenino;49
2014;ESCUINTLA;LA GOMERA;1a a 4 años;Masculino;46
2014;ESCUINTLA;LA GOMERA;1m a < 2m;Femenino;2
2014;ESCUINTLA;LA GOMERA;1m a < 2m;Masculino;7
2014;ESCUINTLA;LA GOMERA;20a a 24 años;Femenino;80
2014;ESCUINTLA;LA GOMERA;20a a 24 años;Masculino;42
2014;ESCUINTLA;LA GOMERA;25a a 39 años;Femenino;214
2014;ESCUINTLA;LA GOMERA;25a a 39 años;Masculino;65
2014;ESCUINTLA;LA GOMERA;2m a < 1 año;Femenino;7
2014;ESCUINTLA;LA GOMERA;2m a < 1 año;Masculino;10
2014;ESCUINTLA;LA GOMERA;40a a 49 años;Femenino;55
2014;ESCUINTLA;LA GOMERA;40a a 49 años;Masculino;29
2014;ESCUINTLA;LA GOMERA;50a a 59 años;Femenino;38
2014;ESCUINTLA;LA GOMERA;50a a 59 años;Masculino;21
2014;ESCUINTLA;LA GOMERA;5a a 9 años;Femenino;70
2014;ESCUINTLA;LA GOMERA;5a a 9 años;Masculino;58
2014;ESCUINTLA;LA GOMERA;60a a 64 años;Femenino;16
2014;ESCUINTLA;LA GOMERA;60a a 64 años;Masculino;7
2014;ESCUINTLA;LA GOMERA;65a a 69 años;Femenino;10
2014;ESCUINTLA;LA GOMERA;65a a 69 años;Masculino;6
2014;ESCUINTLA;LA GOMERA;70a+;Femenino;17
2014;ESCUINTLA;LA GOMERA;70a+;Masculino;9
2014;ESCUINTLA;LA GOMERA;< 1 mes;Masculino;1
2014;ESCUINTLA;MASAGUA;10a a 14 años;Femenino;98
2014;ESCUINTLA;MASAGUA;10a a 14 años;Masculino;119
2014;ESCUINTLA;MASAGUA;15a a 19 años;Femenino;95
2014;ESCUINTLA;MASAGUA;15a a 19 años;Masculino;93
2014;ESCUINTLA;MASAGUA;1a a 4 años;Femenino;117
2014;ESCUINTLA;MASAGUA;1a a 4 años;Masculino;111
2014;ESCUINTLA;MASAGUA;1m a < 2m;Femenino;7
2014;ESCUINTLA;MASAGUA;1m a < 2m;Masculino;8
2014;ESCUINTLA;MASAGUA;20a a 24 años;Femenino;132
2014;ESCUINTLA;MASAGUA;20a a 24 años;Masculino;87
2014;ESCUINTLA;MASAGUA;25a a 39 años;Femenino;267
2014;ESCUINTLA;MASAGUA;25a a 39 años;Masculino;141
2014;ESCUINTLA;MASAGUA;2m a < 1 año;Femenino;23
2014;ESCUINTLA;MASAGUA;2m a < 1 año;Masculino;19
2014;ESCUINTLA;MASAGUA;40a a 49 años;Femenino;105
2014;ESCUINTLA;MASAGUA;40a a 49 años;Masculino;67
2014;ESCUINTLA;MASAGUA;50a a 59 años;Femenino;76
2014;ESCUINTLA;MASAGUA;50a a 59 años;Masculino;39
2014;ESCUINTLA;MASAGUA;5a a 9 años;Femenino;133
2014;ESCUINTLA;MASAGUA;5a a 9 años;Masculino;125
2014;ESCUINTLA;MASAGUA;60a a 64 años;Femenino;17
2014;ESCUINTLA;MASAGUA;60a a 64 años;Masculino;18
2014;ESCUINTLA;MASAGUA;65a a 69 años;Femenino;20
2014;ESCUINTLA;MASAGUA;65a a 69 años;Masculino;17
2014;ESCUINTLA;MASAGUA;70a+;Femenino;24
2014;ESCUINTLA;MASAGUA;70a+;Masculino;25
2014;ESCUINTLA;MASAGUA;< 1 mes;Femenino;1
2014;ESCUINTLA;MASAGUA;< 1 mes;Masculino;1
2014;ESCUINTLA;NUEVA CONCEPCIÓN;10a a 14 años;Femenino;2
2014;ESCUINTLA;NUEVA CONCEPCIÓN;10a a 14 años;Masculino;8
2014;ESCUINTLA;NUEVA CONCEPCIÓN;15a a 19 años;Femenino;16
2014;ESCUINTLA;NUEVA CONCEPCIÓN;15a a 19 años;Masculino;7
2014;ESCUINTLA;NUEVA CONCEPCIÓN;1a a 4 años;Femenino;4
2014;ESCUINTLA;NUEVA CONCEPCIÓN;1a a 4 años;Masculino;3
2014;ESCUINTLA;NUEVA CONCEPCIÓN;1m a < 2m;Masculino;2
2014;ESCUINTLA;NUEVA CONCEPCIÓN;20a a 24 años;Femenino;15
2014;ESCUINTLA;NUEVA CONCEPCIÓN;20a a 24 años;Masculino;4
2014;ESCUINTLA;NUEVA CONCEPCIÓN;25a a 39 años;Femenino;32
2014;ESCUINTLA;NUEVA CONCEPCIÓN;25a a 39 años;Masculino;6
2014;ESCUINTLA;NUEVA CONCEPCIÓN;2m a < 1 año;Masculino;3
2014;ESCUINTLA;NUEVA CONCEPCIÓN;40a a 49 años;Femenino;18
2014;ESCUINTLA;NUEVA CONCEPCIÓN;40a a 49 años;Masculino;3
2014;ESCUINTLA;NUEVA CONCEPCIÓN;50a a 59 años;Femenino;4
2014;ESCUINTLA;NUEVA CONCEPCIÓN;50a a 59 años;Masculino;6
2014;ESCUINTLA;NUEVA CONCEPCIÓN;5a a 9 años;Femenino;2
2014;ESCUINTLA;NUEVA CONCEPCIÓN;5a a 9 años;Masculino;5
2014;ESCUINTLA;NUEVA CONCEPCIÓN;60a a 64 años;Femenino;1
2014;ESCUINTLA;NUEVA CONCEPCIÓN;60a a 64 años;Masculino;1
2014;ESCUINTLA;NUEVA CONCEPCIÓN;65a a 69 años;Femenino;1
2014;ESCUINTLA;NUEVA CONCEPCIÓN;65a a 69 años;Masculino;2
2014;ESCUINTLA;NUEVA CONCEPCIÓN;70a+;Femenino;5
2014;ESCUINTLA;NUEVA CONCEPCIÓN;70a+;Masculino;3
2014;ESCUINTLA;NUEVA CONCEPCIÓN;< 1 mes;Femenino;2
2014;ESCUINTLA;NUEVA CONCEPCIÓN;< 1 mes;Masculino;1
2014;ESCUINTLA;PALÍN;10a a 14 años;Femenino;36
2014;ESCUINTLA;PALÍN;10a a 14 años;Masculino;33
2014;ESCUINTLA;PALÍN;15a a 19 años;Femenino;47
2014;ESCUINTLA;PALÍN;15a a 19 años;Masculino;19
2014;ESCUINTLA;PALÍN;1a a 4 años;Femenino;12
2014;ESCUINTLA;PALÍN;1a a 4 años;Masculino;26
2014;ESCUINTLA;PALÍN;1m a < 2m;Femenino;1
2014;ESCUINTLA;PALÍN;1m a < 2m;Masculino;1
2014;ESCUINTLA;PALÍN;20a a 24 años;Femenino;28
2014;ESCUINTLA;PALÍN;20a a 24 años;Masculino;23
2014;ESCUINTLA;PALÍN;25a a 39 años;Femenino;106
2014;ESCUINTLA;PALÍN;25a a 39 años;Masculino;36
2014;ESCUINTLA;PALÍN;2m a < 1 año;Masculino;2
2014;ESCUINTLA;PALÍN;40a a 49 años;Femenino;37
2014;ESCUINTLA;PALÍN;40a a 49 años;Masculino;10
2014;ESCUINTLA;PALÍN;50a a 59 años;Femenino;25
2014;ESCUINTLA;PALÍN;50a a 59 años;Masculino;11
2014;ESCUINTLA;PALÍN;5a a 9 años;Femenino;18
2014;ESCUINTLA;PALÍN;5a a 9 años;Masculino;20
2014;ESCUINTLA;PALÍN;60a a 64 años;Femenino;5
2014;ESCUINTLA;PALÍN;60a a 64 años;Masculino;3
2014;ESCUINTLA;PALÍN;65a a 69 años;Femenino;5
2014;ESCUINTLA;PALÍN;65a a 69 años;Masculino;3
2014;ESCUINTLA;PALÍN;70a+;Femenino;6
2014;ESCUINTLA;PALÍN;70a+;Masculino;4
2014;ESCUINTLA;PALÍN;< 1 mes;Masculino;1
2014;ESCUINTLA;PUERTO DE SAN JOSÉ;10a a 14 años;Femenino;28
2014;ESCUINTLA;PUERTO DE SAN JOSÉ;10a a 14 años;Masculino;20
2014;ESCUINTLA;PUERTO DE SAN JOSÉ;15a a 19 años;Femenino;21
2014;ESCUINTLA;PUERTO DE SAN JOSÉ;15a a 19 años;Masculino;14
2014;ESCUINTLA;PUERTO DE SAN JOSÉ;1a a 4 años;Femenino;32
2014;ESCUINTLA;PUERTO DE SAN JOSÉ;1a a 4 años;Masculino;30
2014;ESCUINTLA;PUERTO DE SAN JOSÉ;1m a < 2m;Femenino;1
2014;ESCUINTLA;PUERTO DE SAN JOSÉ;1m a < 2m;Masculino;1
2014;ESCUINTLA;PUERTO DE SAN JOSÉ;20a a 24 años;Femenino;29
2014;ESCUINTLA;PUERTO DE SAN JOSÉ;20a a 24 años;Masculino;14
